x,y,z
-0.979477060753641,-0.4413313890139754,1.62463961909788
-0.9502604265534242,-1.4355849180843494,1.3692673830839714
-0.9881875026303545,-0.9085343865208224,1.292287348629914
-0.9356827757665584,-1.0542178500594772,1.6422770189810587
-1.1690540725780583,-0.6138334087420633,1.390603261331281
-1.0348663577507438,-0.7589295931013871,1.6594156135711795
-0.9851501673982234,-1.164494640969228,1.233657612010135
-0.8590464519613386,-0.7843094636112865,1.504159037033558
-1.0354512417681212,-0.636780363709728,1.2017552018873676
-0.8811395855390194,-1.10087956540723,1.4392293855596805
-1.1469375134519595,-0.5728944497678202,1.6546791062934554
-0.9868361347934657,-0.612026649570951,1.499462064200998
-1.1545710775701505,-0.3493685413363434,1.620701105912377
-0.8908740233926588,-0.6307692073821024,1.6782581710667503
-1.0156961643066056,-0.7213023894228354,1.3811580584433585
-0.9203630347395072,-1.2778106847455157,1.3412276455131946
-1.0765990201527686,-0.4325666212478945,1.497226621745586
-1.1288780590897773,-0.6828130325394857,1.5592258241414716
-0.861148558155025,-0.9334388157952597,1.6126560082785737
-0.8886160430484217,-1.3602748305167571,1.4766806039325675
-0.9641598315129337,-0.8805077057278881,1.5204343806582892
-0.9018952189059437,-1.2096731331445159,1.5287816589590308
-1.028746402340206,-1.0210896507787224,1.369264267212376
-0.8757852249717657,-1.0352200455013496,1.3187319427213708
-0.9064105145571637,-0.8663069088941786,1.3976599776652163
-1.039209245062332,-0.2831110086261426,1.632663063667363
-0.9121544252352838,-0.8093389377839503,1.6654776686026578
-1.0135799407409634,-0.5579448051110413,1.6769597583041027
-0.8843808880464166,-0.3669372534204467,1.673096869622069
-1.1879056903305483,-0.48105694206337674,1.4593101876521322
-0.999728262517612,-1.0442809854747834,1.2172121096711563
-1.074162217506763,-0.5500953836920978,1.4463838610643465
-0.9315372371389158,-0.7714912342136631,1.3130350553638777
-0.9097706733216285,-0.5509553576216911,1.5952659652383478
-0.9813964695441226,-0.7712355155363332,1.547256166126846
-1.1021740876915675,-0.47363278493719185,1.6001942129646236
-0.8641327553084724,-1.083497200174801,1.5593735575164938
-1.085558769076877,-0.6732535148700616,1.4493884786900662
-1.0590089079742253,-0.6270162504671745,1.3517470105852487
-1.1041171656763462,-0.5800489906350639,1.5446005238359408
-0.9885680282336767,-1.3725049153373776,1.2924082531039498
-0.989191753717395,-0.5069328114690584,1.5444558214493609
-1.0081526449658669,-0.8490075356141297,1.3854613825656972
-1.0378570233696096,-0.6543417721630296,1.6939770496547748
-1.02646574594799,-0.37914078085052305,1.6874868583338076
-1.0596057563072734,-0.378117230151119,1.578971852436048
-0.9033162486915459,-0.6804545062502471,1.595027014047404
-1.0600884879332408,-0.47778165304492637,1.6984394101629514
-0.9064959877344583,-0.4760136954326158,1.6732529140002212
-0.8929098942307057,-1.1632907760558373,1.6097783195628688
-0.8926119682049508,-1.1948588112054894,1.308413019029394
-1.0599590495069404,-0.8392635824054713,1.3108484046516768
-0.9204570564575758,-0.7751554102882314,1.43891789630504
-0.963030060985712,-0.6126083873873177,1.6254525865549705
-1.1876009991471799,-0.6870465425950222,1.3516348375431426
-1.1870917787164728,-0.5932830769682874,1.5832153034351684
-0.8718120740589027,-0.5507462574999924,1.6971635101208915
-1.1174304196302165,-0.5428802167749532,1.374291192867437
-1.0968560740846003,-0.7123914931094526,1.3641947022174803
-1.091904168622825,-0.6594428119507093,1.6314885425403138
-0.9351946711756379,-0.7062671068788151,1.5250704234954453
-0.8716505389424236,-0.8226171647911723,1.5969035598701065
-0.9502057814697059,-0.7477452718860419,1.629937325407315
-1.13114611435477,-0.6089990639296983,1.4666054069296417
-0.8982933811748102,-1.1301128861968557,1.3560398570875594
-0.8779519508571186,-0.9808338786877607,1.5505042178080657
-0.9160257789507411,-0.4013432056477106,1.6064163674572578
-0.9724062346729083,-0.7202879841433165,1.4536195788313442
-0.9287940670007875,-0.6956310108588959,1.689450845415153
-1.068427709166599,-0.5643727580907709,1.6272990178398947
-1.0991273487397888,-0.3724274841813418,1.6898088656063892
-0.9642856678165236,-0.8443286691521787,1.4594970554241276
-1.0265160612406072,-0.4529700359398789,1.5709491613648914
-1.0248523305219266,-0.5925349969451686,1.5555448505056535
-0.8876015148358649,-1.095754606025783,1.2856778079152027
-1.1427949625796547,-0.514918938280585,1.56205206876732
-1.105825208563333,-0.528402803431229,1.6887099626956312
-1.0660185486480438,-0.49290935578526035,1.531379446875455
-1.020855800672534,-0.6625103527505801,1.469101048503611
-1.1726625552941314,-0.5422197816506897,1.484498861687432
-0.9356346477510915,-1.3957683570064763,1.4430405223889746
-0.9498027885894329,-0.5263759608743493,1.6596367622319883
-0.8544402035101724,-1.041114221337057,1.4514962350589165
-0.9485889463239063,-0.37154816800432205,1.6576279187898546
-0.9612808008685694,-0.8184400984660379,1.5888853480197918
-1.0656313883458994,-0.6020304531813891,1.4853065887514911
-0.8998800594317262,-1.2220235928379903,1.367852490370616
-0.9360008893696846,-1.130619730395385,1.259501777796884
-0.9985694374761404,-0.970640683738908,1.3970719691668745
-0.95711727771688,-0.8614700599870735,1.324249220613833
-0.9865080222532601,-0.7267546685178535,1.6876060568600229
-0.8926685007205668,-0.83220817452529,1.4770346741484637
